Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Brand Button Url (product.metafields.custom.brand_button_url),Brand Description (product.metafields.custom.brand_description),Brand Heading (product.metafields.custom.brand_heading),How to use (product.metafields.custom.how_to_use),Ingredients (product.metafields.custom.ingredients),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age restrictions (product.metafields.shopify.age-restrictions),Event type (product.metafields.shopify.event-type),Hair care finish (product.metafields.shopify.hair-care-finish),Hair care items included (product.metafields.shopify.hair-care-items-included),Hair type (product.metafields.shopify.hair-type),Hold level (product.metafields.shopify.hold-level),Product form (product.metafields.shopify.product-form),Target gender (product.metafields.shopify.target-gender),Ticket type (product.metafields.shopify.ticket-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
innersense-i-create-definition-styling-foam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0504/5187/3989/files/996850D1-D145-4A5E-8A0C-1C0AAF40CED7.png?v=1744098276,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
innersense-i-create-volume,Innersense I Create Volume,"<p><span>Behind the look on In Her Mirror </span><span>— </span><span>the stylers used to shape her defined, glossy, camera-ready curls.</span></p>
<p>A volumizing lotion for body and fullness</p>
<p>Enhance volume roots to ends with this medium hold styling lotion. Add fullness, manageability, expansion and shine with Certified Organic honey and aloe vera, rice amiino acids and eucalyptus.</p>
<p><br></p>
<p>Ideal for all hair types and textures</p>
<p><br></p>
<p>Fragrance note: Orange blossom</p>
<p><br></p>
<p><strong>Key Ingredients:</strong><br><strong>Honey:</strong> a humectant which provides moisturizing benefits for hair and skin. Honey also acts as anti-irritant, making it ideal for sensitive scalps and skin. It also offers light hold when styling the hair.<br><strong>Rice Amino Acids: </strong> conditioning agent that brings shine and gloss through conditioning the scalp, hair and skin.<br><strong> Aloe: </strong> This versatile ingredient gives hair strength and silky texture. Aloe brings fullness and manageability to the finest hair.<br><strong>Rooibos Tea:</strong> With 50 times more antioxidants than green tea, it has been also called the ""miracle tea"" for its tremendous healing powers and anti-aging properties.</p>",Innersense Beauty,Uncategorized,Styler,"I Create Volume, Innersense, Innersense I Create Volume, Moisture Protein Balanced, Protein Styler, Styler, Styling Lotion, Volumising Lotion",true,Size,2 oz,,,,,,,,INN-CVOL-59,320.0,shopify,deny,manual,45.00,,true,true,,,,,'852415001796,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/InnersenseICreateVolume.png?v=1659415394,1,Innersense I Create Volume,false,,"Discover Innersense I create Volume: This medium hold styling, volumizing lotion enhances Volume, adds manageability & shine to hair. Ideal for all hair textures",,,,,,,,,,,,,"Innersense Organic Beauty is a love story between two seasoned beauty professionals who share a passion for health, hair, beauty and the planet. 
<br>Founded 2005 to meet the need for clean, pure, organic and non-toxic professional quality hair care products. In doing so, sourcing the highest quality and Certified Organic ingredients, in the purest, most concentrated form has been at the forefront of each product. Innersense have create a complete, award-winning line of safe, sustainable and cruelty free haircare products.",Innersense,"Take a deep breath and become centered. Section wet hair and distribute pea size amount, raking fingertips from roots to ends.<br>
Diffuse or air dry to define texture or blow dry smooth.","Water/aqua/eau, aloe barbadensis (aloe vera) leaf gel*,cyamop-sistetragonolobus (guar) gum*, sorbitol, sclerotium gum, citrus aurantium amara (bitter orange) flowe water*, organic rooibos african*, camellia sinensis leaf extract, gluconolactone, sodium benzoate, calcium gluconate, potassium sorbate, hydrolyzed rice protein, glycerin, chamomilla recutita (matricaria) flower extract*, eucalyptus globulus leaf extract*, ginkgo biloba leaf extract*, aspalathus linearis leaf extract*, eucalyptus globulus extract*, citric acid, maltodextrin, honey extract*, linaloo+<br>*Certified Organic<br>
+A natural component of essential oils",,,,,,,,,,,,innersense-i-create-curl-memory; innersense-quiet-calm-curl-control,"",only manual,,,kg,,16.52,active
innersense-i-create-volume,,,,,,,,,10 oz,,,,,,,,INN-CVOL-295,540.0,shopify,deny,manual,110.00,,true,true,,,,,'852415001802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.71,
innersense-i-create-volume,,,,,,,,,32 oz,,,,,,,,,1680.0,shopify,deny,manual,320.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,128.45,
innersense-i-create-finish,Innersense I Create Finish,"<p>A workable hair spray for hold and shine</p><br>
<p>Achieve flexible hold with this versatile finishing spray. Formulated with Certified Organic honey for touchable hold and rooibos tea for antioxidant care. aloe and rice proteins nourish and strengthen strands.</p><br>
<p>Ideal for all hair types and textures.</p><br>
<p>Fragrance note: Lavender</p><br>
<p><strong>Key Ingredients: </strong></p><br>
<p><strong>Honey: </strong>is a humectant, which provides moisturizing benefits for hair and skin. Honey also acts as anti irritant, making it ideal for sensitive scalps and skin. It also offers light hold when styling the hair.</p><br>
<p><strong>Rice Amino Acids: </strong>conditioning agent that brings shine and gloss through conditioning the scalp, hair and skin.</p><br>
<p><strong>Rooibos Tea:</strong> with 50 times antioxidants than green tea, it has been also called the"" miracle tea"" for its tremendous healing power and anti- aging properties. Lavender- is one of the primary essential oils for inducing peace and calm. As an adaptogen, it normalizes both dry and oily conditions of the scalp, hair and skin. Lavender is anti-microbial, anti-inflammatory, and a skin regenerative, which aids in dandruff and hair loss conditions.</p><br>
",Innersense Beauty,Uncategorized,Styler,"Best Seller, Hair Spray, Innersense, Innersense I Create Finish, Organic hairspray, Protein Rich, SALE, Styler, Styling Spray, Vegan, Vegan Hair Care",true,Size,2 oz,,,,,,,,INN-CFIN-59,320.0,shopify,deny,manual,40.00,,true,true,,,,,'852415001734,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/InnersenseICreateFinish.png?v=1659414128,1,Innersense I Create Finish,false,,"Archive flexible hold with Innersense I Create Finish hair spray, with Aloe & rice proteins to nourish & strengthen strands. Ideal  for all Curl types & textures",,,,,,,,,,,,,"Innersense Organic Beauty is a love story between two seasoned beauty professionals who share a passion for health, hair, beauty and the planet. 
<br>Founded 2005 to meet the need for clean, pure, organic and non-toxic professional quality hair care products. In doing so, sourcing the highest quality and Certified Organic ingredients, in the purest, most concentrated form has been at the forefront of each product. Innersense have create a complete, award-winning line of safe, sustainable and cruelty free haircare products.",Innersense,"Take a deep breath and become centered. Set your style, spraying at a distance, on wet or dry hair to create long lasting natural hold and shine.","Alcohol (dent), water/aqua/eau, sucos, glycein, arcacia senegal gum*, hydrolyzed rice protein, chamonilla recutita (matricaria) flower extract*, eucalyptus globulus leaf extract*, ginkgo biloba leaf extract*, aspalthus linearis leaf extract, honey extract*, lavandula angustifolia (lavender) oil, lactobacillus/arundinaria gigantea leaf ferment filtrate, leuconostoc/radish root ferment filtrate, hydrolyzed quinoa, benzyl alcohol, potassium sorbate, sodium benzoate, linalool+, limonene+<br>
Certified Organic<br>
+A natural component of essential oil.<br>",,,,,,,,,,,,,,,,,kg,,16.52,active
innersense-i-create-finish,,,,,,,,,10 oz,,,,,,,,INN-CFIN-295,540.0,shopify,deny,manual,105.00,,true,true,,,,,'852415001741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.71,
innersense-quiet-calm-curl-control,Innersense Quiet Calm Curl Control,"<p>A styling lotion to shape and define curls</p>
<p> </p>
<p>Hydrate and define curls, eliminate frizz and smooth textured hair with this styling cream crafted with a perfect blend of organic certified shea butter, rooibos tea and honey extract. A bouquet of Certified Organic orange flower oil and frangipani creates a sense of peace and balance. </p>
<p> </p>
<p>Works well with all hair types and textures.</p>
<p> </p>
<p><strong>Key Ingredients: </strong></p>
<p><strong>Shea Butter: </strong>naturally defines and intensifies curls and waves. This softens and hydrates hair, providing moisture for ultimate curl support.<strong> </strong></p>
<p> </p>
<p><strong>Orange Flower Oil: </strong>defines and intensifies curls and waves while providing a harmonizing and uplifting natural aromatic top note.</p>
<p> </p>
<p><strong>Rooibos Tea: </strong>with 50 time more antioxidants than green tea, it has been called the ""miracle tea"" for its tremendous healing powers and anti aging properties.</p>
<p> </p>
<p><strong>Rice Bran Oil &amp; Oat Kernel Extract:</strong> naturally moisturizes and strengthens hair, smoothing cuticles, improving elasticity and providing frizz control. Additionally, the high levels of antioxidants neutralize free free radicals and reduce the appearance of aging.</p>",Innersense Beauty,Uncategorized,Styler,"CG Approved, Colour Safe, Curl Creme, Curl defining cream, Dry & Brittle Hair, Hair Styling, Innersense, Innersense Quiet Calm Curl Control, Moisture Rich, Styler, Styling, Styling Cream, Styling Creme, Styling Lotion, Vegan Hair Care",true,size,2 oz,,,,,,,,INN-QCCC-59,320.0,shopify,deny,manual,40.00,,true,true,,,,,'852415001703,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/InnersenseQuietCalmCurlControl.png?v=1659415795,1,Innersense Quiet Calm Curl Control,false,,"Discover Quiet Calm Control, A Moisture rich styling lotion to shape, define & hydrate curls whilst eliminating frizz. Perfect for all curl types and textures",,,,,,,,,,,,,"Innersense Organic Beauty is a love story between two seasoned beauty professionals who share a passion for health, hair, beauty and the planet. 
<br>Founded 2005 to meet the need for clean, pure, organic and non-toxic professional quality hair care products. In doing so, sourcing the highest quality and Certified Organic ingredients, in the purest, most concentrated form has been at the forefront of each product. Innersense have create a complete, award-winning line of safe, sustainable and cruelty free haircare products.",Innersense,"Take a deep breath and quietly calm your curls by distributing through out damp hair. Use fingers to gently separate and shape curls into desired style, adding more products needed.<br>
<br> For defined curls, diffuse or let air dry. Blow dry quiet calm curl control into hair for smooth, straight styles.","Water/aqua/eau, glycerin, caprylic/capric triglyceride, cetearyl alcohol, cetyl alcohol, oryza sativa (rice) bran oil, citrus aurantium peel oil*, butyrospermum parkii(she butter), gluconolactone, calcim gluconate, Sorbitol powdwe, cetrimonium chloride, tocopherol, potassium sorbaye, nelmbium speciosum(lotus) flower oil*, plumeria alba (frangipani) flower extract*, avena sativa (oat) seed extract, vacinium macrocarpon (cranberry)seed oil*, chamonilla recutita (matricalia) flower extract*, eucalyptus globulus leaf extract*,, gingko biloba leaf extract**, aspalathus linearis leaf extract**, schoenathus (lemongrass) extract*, honey extract*, sodium benzoate, citric acid, helianthus annuus (sunflower) seed oil, linaloo+, limonene+
<br>*Certified Organic
<br>+Natural components of essential oils",,,,,,,,,,,,innersense-i-create-curl-memory; innersense-i-create-volume,"",only manual,,,kg,,16.52,active
innersense-quiet-calm-curl-control,,,,,,,,,10 oz,,,,,,,,INN-QCCC-295,540.0,shopify,deny,manual,110.00,,true,true,,,,,'852415001710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.71,
innersense-quiet-calm-curl-control,,,,,,,,,32 oz,,,,,,,,,1680.0,shopify,deny,manual,320.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,128.45,
innersense-i-create-hold,Innersense I Create Hold,"<p><span>Behind the look on In Her Mirror </span><span>— </span><span>the stylers used to shape her defined, glossy, camera-ready curls</span></p>
<p>Loved by clean beauty curlies worldwide!</p>
<p>A nourishing yet firm-hold gel that keeps curls intact for days. Infused with organic honey and rooibos, it boosts shine while sealing moisture. Ideal for curlies who want natural ingredients without compromising definition.</p>
<p> </p>
<p><strong>Key Benefits: </strong></p>
<p>-Strong, flexible hold</p>
<p>-Frizz control in humidity</p>
<p>-Certified organic ingredients</p>
<p>-No flaking or building up</p>
<p>-Curl-safe and color-safe</p>",Innersense Beauty,Uncategorized,Styler,"Best seller, bestseller, Bestsellers, CG Approved, Gel Styler, High Porosity Essentials, Innersense, Innersense I Create Hold, Organic Hair Care, Protein Free, Protein Free Gel, Styler, Styling Gel, Travel Size, Vegan Hair Care",true,Size,2 oz,,,,,,,,INN-CHOLD-59,320.0,shopify,deny,manual,45.00,,true,true,,,,,'852415001765,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/InnersenseICreateHold.png?v=1659414307,1,Innersense I Create Hold | Edit-Exclusive,false,Innersense I Create Hold | Strong Hold Styling Gel For Curly Hair,"Discover Innersense I Create Hold - A Curly Hair Favourite: Strong Hold, Humidity Resistant Curly Hair Styling Gel. Perfect for all curl types and textures.",,,,,,,,,,,,,"Innersense Organic Beauty is a love story between two seasoned beauty professionals who share a passion for health, hair, beauty and the planet. 
<br>Founded 2005 to meet the need for clean, pure, organic and non-toxic professional quality hair care products. In doing so, sourcing the highest quality and Certified Organic ingredients, in the purest, most concentrated form has been at the forefront of each product. Innersense have create a complete, award-winning line of safe, sustainable and cruelty free haircare products.",Innersense,"Take a deep breath and become centered. Section wet hair and distribute 1-2 pumps into fingertips, raking from roots to ends. <br>
<br>Diffuse, air or blow dry to define texture and style. On dry hair apply 1 pump to fingertips for structure and hold.","Water/aqua/eau, aloe barbadensis gel*, hydroxyethylcellulose, maltodextrin copolymer, potassium hydroxide, gluconolactone, sodium benzoate, calcium gluconate, alkyl acrylate crosspolymer, citrus aurantium dulcis peel oil, caprylic/capric triglyceride, potassium sorbate, sodium phytate, glycerin*, chamomilla recutita (matricaria) flower extract*, eucalyptus globulus leaf extract*, ginkgo biloba leaf extract*, aspalathus linearis leaf extract*, honey extract*, limonene† <br>
*Certified Organic <br>
† A Natural component of essential oils
",,'2,,,,,,,,,,uncle-funkys-daughter-curly-magic; the-doux-mousse-def-texture-foam; innersense-i-create-shine,"",only manual,,,kg,,16.52,active
innersense-i-create-hold,,,,,,,,,10 oz,,,,,,,,INN-CHOLD-295,540.0,shopify,deny,manual,130.00,,true,true,,,,,'852415001772,https://cdn.shopify.com/s/files/1/0504/5187/3989/files/0783B6B2-9EFB-4729-9A5C-4A9DD8783DD6.png?v=1744101397,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,51.38,
innersense-i-create-hold,,,,,,,,,32 oz,,,,,,,,,1680.0,shopify,deny,manual,320.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0504/5187/3989/files/1E046780-4DF4-4722-BB25-D0AC69699215.png?v=1744101397,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,128.45,
innersense-sweet-spirit-leave-in-conditioner,Innersense Sweet Spirit Leave in Conditioner,"<p>A light weight detangling spray to increase moisture.</p>
<br>
<p>Detangle and boost moisture with this light weight leave-in conditioning spray infused with emollient oils, fragrant herbs, flower essences and a touch of bee-friendly honey to maintain body and manageability. Lavender add a delicate, healing fragrance. Certified organic plant extracts leave hair free flowing and ready for any style.</p>
<br>
<p>Works well with all hair types and textures.</p>
<br>
<p><strong>Key ingredients: </strong></p>
<br>
<p><strong>Tamanu oil:</strong> is a significant topical healing agent from the sacred Tamanu tree. With its high levels of lipids, fatty acids and anti inflammatory agents, is has tremendous anti inflammatory and antioxidant activity. It has a mild, pleasant aroma and a luxurious feel, absorbing readily into the skin, leaving if soft and smooth.</p>
<br>
<p><strong>Organic rice protein:</strong> provides moisturizing and strengthening characteristics, along with reparative and protective qualities.</p>
<br>
<p><strong>Rosemary oil:</strong> is known for its healthy influence on the scalp by increasing circulation which is beneficial for stimulating hair growth.<strong> </strong></p>
<br>
<p><strong>Honey:</strong> a humectant, which provides moisturizing benefits for hair and skin. Honey also acts as an anti irritant, making iti deal for sensitive scalps and skin. it also offers light hold when styling the hair. Lavender- is one of the primary essential oils for inducing peace and calm. as an adaptogen, it normalizes both dry and oily conditions of the scalp, hair or skin. Lavender is anti microbial, anti inflammatory, and skin regenerative, which aids in dandruff and hair loss conditions.<strong> </strong></p>
<br>
<p><strong>Rooiboos</strong> <strong>Tea:</strong> With 50 times more antioxidants than green tea, it has been called the ""miracle tea"" for its tremendous healing powers and anti aging properties. Oregrano- this familia aromatic herb is refreshingly stimulating to the scalp and prvides a pleasing fragrance.</p>",Innersense beauty,Uncategorized,Moisturizers & Leave - Ins,"Best Seller, CG Approved, Colour Safe, Dry & Brittle Hair, Innersense, Innersense Sweet Spirit Leave in Conditioner, Leave In Spray, Low Porosity Essentials, Moisture Rich, Moisturizer, Organic Hair Care, Trending Now, Vegan Hair Care",true,Size,2 oz,,,,,,,,INN-SSLC-59,320.0,shopify,deny,manual,45.00,,true,true,,,,,'852415001680,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/InnersenseSweetSpiritLeaveInConditioner.png?v=1659415973,1,Innersense Sweet Spirit Leave in Conditioner,false,,"Discover Innersense Sweet Spirit Leave In: Detangling spray, Lightweight Leave In Conditioner for Low porosity hair, Dry & Brittle Hair and all hair textures",,,,,,,,,,,,,"Innersense Organic Beauty is a love story between two seasoned beauty professionals who share a passion for health, hair, beauty and the planet. 
<br>Founded 2005 to meet the need for clean, pure, organic and non-toxic professional quality hair care products. In doing so, sourcing the highest quality and Certified Organic ingredients, in the purest, most concentrated form has been at the forefront of each product. Innersense have create a complete, award-winning line of safe, sustainable and cruelty free haircare products.",Innersense,"After gently towel blotting hair, take deep breath and become centered. Then, lovingly spray sweet spirit leave in conditioner into hair. <br>
Distribute product with a comb or fingertips while visualizing smooth, moisturized hair, full of vibrancy and energy. The same ceremony can be used on dry hair to rejuvenate or style","Water/aqua/eau, aloe barbadensis (aloe vera) leaf gel, cetearyl alcohol, glycerin, distearolethyl dinomium chloride, caprylic/capric triglyceride, hydrolyzed quinoa*, gluconolactone, sodium benzoate, calcuium gluconate, potassium sorbate, benzyl acetate, linalyl acetate, citronellolt,abies balsmea needle oil*, juniperus virginiana (cedar) oil*, alpha terpineol, amy cinamalt, linaloolt, pogostemon cablin (patchouli) leaf oil, salvia scarea (clary sage)oil, citrus reticulata (tangerine) peel oil, mentha citrata herb oil, eugenia cayophyllus (clove) oil, michelia alba leaf oil, lavandula angustifolia (lavender) oil, citrus limon (lemon) peel oil, citrus aurantifolia (lime) oil, lavandula hybrida (lavandin) oil, cinnamomum camphora,(camphor) bark oil, alpha-lonone, evernia prunastri (oakmoss) extract,anisaldehyde, cistus ladanferus resin, menthol, myristica fragrans (nutmeg) kernel oil, jasminum grandiflrum flower (jasmine) extract*, eucalyptus globulus leaf extract *, nerol, benzaldehyde, chamonilla a recutita (matricaria) flower extract, eucalyptus globulus leaf extract*,ginkgo biloba leaf extract*, aspalathus linearis leaf extract*, honey extract*, calophyllum inophyllum, (tamanu) oil, rosmarinus officinalis (rosemary) oil, citric acid eugenol+, limonene+<br>
*Certified organic.<br>
+A natural component of essential oils",,,,,,,,,,,,innersense-hydrating-cream-hairbath; innersense-hydrating-cream-conditioner,"",ahead,,,kg,,16.52,active
innersense-sweet-spirit-leave-in-conditioner,,,,,,,,,10 oz,,,,,,,,INN-SSLC-295,540.0,shopify,deny,manual,120.00,,true,true,,,,,'852415001697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,47.71,
innersense-sweet-spirit-leave-in-conditioner,,,,,,,,,32 0z,,,,,,,,,1680.0,shopify,deny,manual,320.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,117.44,
innersense-hydrating-cream-conditioner,Innersense Hydrating Cream Conditioner,"<p>A rich, moisturizing conditioner for thick coarse and thirsty hair</p>
<br>
<p>Maximise moisture with this emollient-rich conditioner for think, coarse and damaged hair. Certified Organic rice, quinoa and flax seed strengthen the hair follicle while shea butter and coconut nourish and hydrate to control frizz, This silicone-free formula leaves hair naturally beautiful.</p>
<br>
<p>Best for thick, coarse, thirsty and damaged hair.</p>
<br>
<p>Fragrance note: Sage, vanilla.</p>
<br>
<p><strong>Key Ingredients: </strong></p>
<br>
<p><strong>Aloe Vera: </strong> known for healing hair and scalp. An effective conditioner leaving hair smooth and shiny. Shea Butter, an intense moisturizer, high in fatty acids, nutrients. Monoi Oil restores luster to dry brittle hair, conditions and deeply penetrates imparting great shine and body.<strong> </strong></p>
<br>
<p><strong>Flax Seed:</strong> high in omega 3 fatty, acids. Restores strength and elasticity, reducing breakage.</p>
<br>
<p><strong>Tamanu:</strong> is abundant with essential fatty acids and nutrients to regenerate, strengthen and protect, Light weight and easily absorbed into the hair without build up. Rich in nutrients, vitamins, proteins and amino acids.</p>
<br>
<p><strong>Coconut Oil:</strong> derived from the fatty acids of coconut provides moisture. Essential oils of Sage and Vanilla provide a tranquilizing and relaxing ceremonial experience.</p>
<br>",Innersense Beauty,Uncategorized,Conditioner,"CG Method, Cream Conditioner, Damaged Hair, Hair Strengthening, Hydrating Conditioner, Innersense, Innersense Hydrating Cream Conditioner, Instant Conditioner, Moisture Rich, Moisture-Protein Balanced, Moisturizing Conditioner, Rinse out Conditioner, Trending Now, Weak & Brittle Hair",true,Size,2 oz,,,,,,,,INN-HCC-59,320.0,shopify,deny,manual,45.00,,true,true,,,,,'852415001468,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/InnersenseHydratingCreamConditioner.png?v=1659412365,1,Innersense Hydrating Cream Conditioner,false,,A Moisture rich conditioner: This Protein-Moisture Balance Instant Conditioner strengthens the hair follicles reduce breakage. Ideal Thick Coarse & Thirsty Curls ,,,,,,,,,,,,,"Innersense Organic Beauty is a love story between two seasoned beauty professionals who share a passion for health, hair, beauty and the planet. 

<br>Founded 2005 to meet the need for clean, pure, organic and non-toxic professional quality hair care products. In doing so, sourcing the highest quality and Certified Organic ingredients, in the purest, most concentrated form has been at the forefront of each product. Innersense have create a complete, award-winning line of safe, sustainable and cruelty free haircare products.",Innersense,"After cleansing hair with Hydrating Cream Hairbath apply 1-2 pumps in hands, emulsify and distribute from mid-length to ends with fingertips or detangling brush. <br> Leave on for up to 5 minutes and proceed to rinse thoroughly with cool water.","Water/Aqaua/Eau, cocamidopropyl hydroxysultaine, sodium methyl cocoyl taurate, glycerin, caprylyl/capryl glucoside, sodium cocoyl isethionate, glyceryl stearate se, sodium chloride, sodium lauroyl methyl isethionate, trisodium ethylenediamine disuccinate, guar hydroxypropyltrimonium chloride, plumeria acutifolia (monoi) flower extract*, cananga odorata flower oil*, lavandula angustifolia (lavender) oil*, citrus aurantium dulcis (orange) peel oil*, salvia sclarea (clary) oil, vanillin, pogostemon cablin oil, glycine soja (soybean) oil, sodium benzoate, pyrus malus (apple) fruit extract, potassium sorbate, simmondsia chinensis (jojoba) seed oil*, oryza sativa (rice) extract*, citric acid, hydrolyzed quinoa, hydrolyzed rice protein, calophyllum inophyllum (tamanu) oil*, butyrospermum parkii (shea butter)*, persia gratissima (avocado) oil, taraxacum officinale (dandelion) leaf extract, salvia officinalis (sage) leaf extract, melissa officinalis leaf extract, linalool†, limonenec<br>
*Certified organic <br>
† A natural component of essential oils
",,,,,,,,,,,,innersense-hydrating-cream-hairbath; innersense-sweet-spirit-leave-in-conditioner,"",ahead,,,kg,,16.52,active
innersense-hydrating-cream-conditioner,,,,,,,,,10 oz,,,,,,,,INN-HCC-295,540.0,shopify,deny,manual,130.00,,true,true,,,,,'852415001475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,55.05,
innersense-hydrating-cream-hairbath,Innersense Hydrating Cream Hair Bath,"<p>A luxurious hydrating shampoo for thick, coarse and thirsty hair</p>
<p>Boost hydration for thick, coarse and damaged hair with raw shea butter and avocado, sage, monoi and tamanu oils. Restore the cuticle with nourishing emollients that soften and smooth texture.</p>
<p>This silicone-free formula is deeply hydrating and leaves hair bouncy and healthy.</p>
<p>Fragrance notes: Sage, Vanilla</p>
<p><strong>Key Ingredients:</strong><br><strong>Coconut:</strong>provides gentle sulphate-free cleansing derived from fatty acids of coconut oil. It is a mild cleanser and conditioner that also boosts foam and reduces static without stripping away natural oils from the hair.<strong> <br></strong></p>
<p><br></p>
<p><strong>Shea Butter:</strong> A natural fat obtained from the fruit of the African karite tree. Shea butter is an intense moisturizer high in fatty acids and other nutrients and is an ideal ingredient for hair moisturizers.</p>
<p><br></p>
<p><strong>Tamanu Oil:</strong>is abundant with essential fatty acids and nutrients to regenerate, strengthen and protect, its also light weight and easily absorbed into the hair and scalp without build up and rich in nutrients, vitamins A, B, D, E, protein and amino acids.</p>
<p><br></p>
<p>Tamanu seed oil is abundant with essential fatty acids and nutrients to regenerate, strengthen and protect.<br><br>Essential oils of Sage and Vanilla provide a tranquilizing and relaxing ceremonial experience.</p>",Innersense beauty,Uncategorized,Shampoo & Cleanser,"Best Seller, bestseller, CG Approved, Damaged Hair, Gentle Cleanser, Gentle Cleansing, Gentle Shampoo, Hair Bath, High Porosity Essentials, Innersense, Innersense Hydrating Cream Hair Bath, Moisture Rich, Moisture-Protein Balanced, Organic Hair Care, Organic Haircare, SALE, Scalp health, Shampoo, Sulfate - Free, Vegan, Vegan Hair Care",true,Size,2 oz,,,,,,,,INN-HCHB-59,320.0,shopify,deny,manual,45.00,,true,true,,,,,'852415001420,https://cdn.shopify.com/s/files/1/0504/5187/3989/products/InnersenseHydratingCreamHairBath.png?v=1659413167,1,Innersense Hydrating Cream Hair Bath,false,,"Discover Innersense Hydrating Cream Hair bath: A gentle Cleansing Shampoo that boosts hydration into hair strands. Perfect for thick, coarse and damaged hair",,,,,,,,,,,,,"Innersense Organic Beauty is a love story between two seasoned beauty professionals who share a passion for health, hair, beauty and the planet. 

<br>Founded 2005 to meet the need for clean, pure, organic and non-toxic professional quality hair care products. In doing so, sourcing the highest quality and Certified Organic ingredients, in the purest, most concentrated form has been at the forefront of each product. Innersense have create a complete, award-winning line of safe, sustainable and cruelty free haircare products.",Innersense,"Take a deep breath and become centered. Apply a small amount of hair bath into hands and emulsify into a light lather <br> Using your fingertips, massage into scalp. Rinse thoroughly with cool water.","Water/Aqua/Eau, cocamidopropyl hydroxysultaine, sodium methyl cocoyl taurate, glycerin, caprylyl/capryl glucoside, sodium cocoyl isethionate, glyceryl stearate se, sodium chloride, sodium lauroyl methyl isethionate, trisodium ethylenediamine disuccinate, guar hydroxypropyltrimonium chloride, plumeria acutifolia (monoi) flower extract*, cananga odorata flower oil*, lavandula angustifolia (lavender) oil*, citrus aurantium dulcis (orange) peel oil*, salvia sclarea (clary) oil, vanillin, pogostemon cablin oil, glycine soja (soybean) oil, sodium benzoate, pyrus malus (apple) fruit extract, potassium sorbate, simmondsia chinensis (jojoba) seed oil*, oryza sativa (rice) extract*, citric acid, hydrolyzed quinoa, hydrolyzed rice protein, calophyllum inophyllum (tamanu) oil*, butyrospermum parkii (shea butter)*, persia gratissima (avocado) oil, taraxacum officinale (dandelion) leaf extract, salvia officinalis (sage) leaf extract, melissa officinalis leaf extract, linalool†, limonene† <br>
*Certified Organic <br>
†A natural component of essential oils
",,,,,,,,,,,,innersense-hydrating-cream-conditioner; innersense-sweet-spirit-leave-in-conditioner,"",only manual,,,kg,,16.52,active
